train_loss,val_loss,train_acc,val_acc
1.0405750543049404,0.9318439446025425,0.4677142857142857,0.6131111111111112
0.9573566400891259,0.8913048707114326,0.5727619047619048,0.6391111111111111
0.9267979228610084,0.8696334504551357,0.5962380952380952,0.6517777777777778
0.7867059205146063,0.7734917206234402,0.7090952380952381,0.732
0.6617045025598435,0.6401011363665263,0.8063333333333333,0.8053333333333333
0.6047458397320339,0.5221494423018561,0.8422380952380952,0.8922222222222222
0.5759639779613132,0.5188321382734511,0.8558095238095238,0.8853333333333333
0.5562466909544809,0.5157457195387947,0.8663809523809524,0.8846666666666667
0.5438245974722362,0.4927867800924513,0.8746190476190476,0.9026666666666666
0.5286129155613127,0.5058387135399712,0.8839047619047619,0.8937777777777778
0.5171790063040597,0.473091319349077,0.8895714285714286,0.9142222222222223
0.5116035214832851,0.4843575236002604,0.8954761904761904,0.906
0.504918763262885,0.4746972201135423,0.8953809523809524,0.9115555555555556
0.4967154468695323,0.48052114221784803,0.901,0.9068888888888889
0.4909504664511908,0.47184149079852633,0.9048571428571428,0.9151111111111111
0.48585874961671377,0.4753946770562066,0.9048571428571428,0.9113333333333333
0.4833540573801313,0.46879320255915324,0.9091428571428571,0.9164444444444444
0.4803383654412769,0.4692638545566135,0.9107142857142857,0.9144444444444444
0.47744693676630656,0.4629979799588521,0.9105714285714286,0.9188888888888889
0.47748745072455634,0.4655895837148031,0.9112380952380953,0.9168888888888889
